,NARRATOR,Other,Unknown,n,k,be,Response,Anger,Anticipation,Arousal,Disgust,Dominance,Fear,Joy,Sadness,Surprise,Trust,Valence,Stimulus,READER,colonel brandon,edward,elinor,lucy,mrs. dashwood,mrs. jennings,sir john
2012,,,,21569,10,4.161273353111013,,,,,,,Feature,,,,,,Category,,,,,,,,Subject
2013,,,,21564,15,6.149767793297416,,,,,,,Feature,,,,,,Category,,,,,,,,Subject
2014,,,,21559,20,7.965935256304153,,,,,,,Feature,,,,,,Category,,,,,,,,Subject
2015,,,,21549,30,10.78269756375659,,,,,,,Feature,,,,,,Category,,,,,,,,Subject
2016,,,,21539,40,0.0,,,,,,,Feature,,,,,,Category,,,,,,,,Subject
2017,,,,21529,50,0.0,,,,,,,Feature,,,,,,Category,,,,,,,,Subject
2018,,,,21519,60,0.0,,,,,,,Feature,,,,,,Category,,,,,,,,Subject
2019,,,,21509,70,1.0305761718513669,,,,,,,Feature,,,,,,Category,,,,,,,,Subject
2020,,,,21578,1,0.41874093515412675,,,,,,,,Feature,,,,,Category,,,,,,,,Subject
2021,,,,21574,5,2.0914975695641624,,,,,,,,Feature,,,,,Category,,,,,,,,Subject
2022,,,,21569,10,4.161273353111013,,,,,,,,Feature,,,,,Category,,,,,,,,Subject
2023,,,,21564,15,6.149767793297416,,,,,,,,Feature,,,,,Category,,,,,,,,Subject
2024,,,,21559,20,7.965935256304153,,,,,,,,Feature,,,,,Category,,,,,,,,Subject
2025,,,,21549,30,10.78269756375659,,,,,,,,Feature,,,,,Category,,,,,,,,Subject
2026,,,,21539,40,0.0,,,,,,,,Feature,,,,,Category,,,,,,,,Subject
2027,,,,21529,50,0.0,,,,,,,,Feature,,,,,Category,,,,,,,,Subject
2028,,,,21519,60,0.0,,,,,,,,Feature,,,,,Category,,,,,,,,Subject
2029,,,,21509,70,1.0305761718513669,,,,,,,,Feature,,,,,Category,,,,,,,,Subject
2030,,,,21578,1,0.4614880620659364,,,,,,,,,Feature,,,,Category,,,,,,,,Subject
2031,,,,21574,5,2.30255345187203,,,,,,,,,Feature,,,,Category,,,,,,,,Subject
2032,,,,21569,10,4.573786151995147,,,,,,,,,Feature,,,,Category,,,,,,,,Subject
2033,,,,21564,15,6.710477980316735,,,,,,,,,Feature,,,,Category,,,,,,,,Subject
2034,,,,21559,20,8.591369051420282,,,,,,,,,Feature,,,,Category,,,,,,,,Subject
2035,,,,21549,30,11.36494001181261,,,,,,,,,Feature,,,,Category,,,,,,,,Subject
2036,,,,21539,40,5.497385189897236,,,,,,,,,Feature,,,,Category,,,,,,,,Subject
2037,,,,21529,50,2.5464391514429865,,,,,,,,,Feature,,,,Category,,,,,,,,Subject
2038,,,,21519,60,1.3430980795414762,,,,,,,,,Feature,,,,Category,,,,,,,,Subject
2039,,,,21509,70,1.0626506898403,,,,,,,,,Feature,,,,Category,,,,,,,,Subject
2040,,,,21578,1,0.019073927632328364,,,,,,,,,,Feature,,,Category,,,,,,,,Subject
2041,,,,21574,5,0.0907085621283286,,,,,,,,,,Feature,,,Category,,,,,,,,Subject
2042,,,,21569,10,0.17740065672478483,,,,,,,,,,Feature,,,Category,,,,,,,,Subject
2043,,,,21564,15,0.2578939126887919,,,,,,,,,,Feature,,,Category,,,,,,,,Subject
2044,,,,21559,20,0.3350456770605082,,,,,,,,,,Feature,,,Category,,,,,,,,Subject
2045,,,,21549,30,0.477733917695942,,,,,,,,,,Feature,,,Category,,,,,,,,Subject
2046,,,,21539,40,0.5249103268450204,,,,,,,,,,Feature,,,Category,,,,,,,,Subject
2047,,,,21529,50,0.5414212710338772,,,,,,,,,,Feature,,,Category,,,,,,,,Subject
2048,,,,21519,60,0.5569582375356372,,,,,,,,,,Feature,,,Category,,,,,,,,Subject
2049,,,,21509,70,0.5633533903251704,,,,,,,,,,Feature,,,Category,,,,,,,,Subject
2050,,,,21578,1,0.016508366547442747,,,,,,,,,,,Feature,,Category,,,,,,,,Subject
2051,,,,21574,5,0.07490315926458221,,,,,,,,,,,Feature,,Category,,,,,,,,Subject
2052,,,,21569,10,0.14367998848936306,,,,,,,,,,,Feature,,Category,,,,,,,,Subject
2053,,,,21564,15,0.20970911145256152,,,,,,,,,,,Feature,,Category,,,,,,,,Subject
2054,,,,21559,20,0.27231639595163964,,,,,,,,,,,Feature,,Category,,,,,,,,Subject
2055,,,,21549,30,0.3914894735133588,,,,,,,,,,,Feature,,Category,,,,,,,,Subject
2056,,,,21539,40,0.4383391666193002,,,,,,,,,,,Feature,,Category,,,,,,,,Subject
2057,,,,21529,50,0.46215104397839557,,,,,,,,,,,Feature,,Category,,,,,,,,Subject
2058,,,,21519,60,0.4846945907710219,,,,,,,,,,,Feature,,Category,,,,,,,,Subject
2059,,,,21509,70,0.4948108701591589,,,,,,,,,,,Feature,,Category,,,,,,,,Subject
2060,,,,21578,1,0.7370856352328878,,,,,,,,,,,,Feature,Category,,,,,,,,Subject
2061,,,,21574,5,3.684604820676725,,,,,,,,,,,,Feature,Category,,,,,,,,Subject
2062,,,,21569,10,7.338983619241758,,,,,,,,,,,,Feature,Category,,,,,,,,Subject
2063,,,,21564,15,10.630032231356196,,,,,,,,,,,,Feature,Category,,,,,,,,Subject
2064,,,,21559,20,12.841861186480106,,,,,,,,,,,,Feature,Category,,,,,,,,Subject
2065,,,,21549,30,14.277406903684996,,,,,,,,,,,,Feature,Category,,,,,,,,Subject
2066,,,,21539,40,0.0,,,,,,,,,,,,Feature,Category,,,,,,,,Subject
2067,,,,21529,50,0.0,,,,,,,,,,,,Feature,Category,,,,,,,,Subject
2068,,,,21519,60,0.0,,,,,,,,,,,,Feature,Category,,,,,,,,Subject
2069,,,,21509,70,0.005889657182910226,,,,,,,,,,,,Feature,Category,,,,,,,,Subject
